"RivalsRank" "School" "Total" "5-Star" "4-Star" "3-Star" "AvgStar" "Points" "Year"
"94" "Louisiana Tech" 19 0 0 5 2.26 735 2003
"94" "Louisiana Tech" 24 0 0 1 2.04 65 2005
"94" "Nevada" 22 0 0 1 2.05 65 2005
"94" "North Texas" 24 0 0 1 2.04 65 2005
"94" "Northern Illinois" 30 0 0 8 2.27 100 2012
"94" "Oregon State" 28 0 2 15 2.68 879 2004
"94" "Rice" 22 0 0 1 2.05 65 2005
"94" "Temple" 29 0 0 1 2.03 65 2005
"95" "Air Force" 43 0 0 7 2.16 95 2011
"95" "Arkansas State" 21 0 0 1 2.05 119 2009
"95" "Arkansas State" 23 0 0 7 2.3 95 2011
"95" "Bowling Green" 24 0 0 7 2.29 95 2011
"95" "Buffalo" 24 0 0 0 2 725 2003
"95" "Central Michigan" 18 0 0 0 2 550 2002
"95" "Idaho" 24 0 0 9 2.38 105 2010
"95" "Louisiana-Lafayette" 25 0 0 7 2.28 95 2012
"95" "Louisiana-Lafayette" 28 0 0 7 2.25 95 2011
"95" "Middle Tennessee" 20 0 0 9 2.45 105 2010
"95" "Nebraska" 18 0 2 11 2.83 866 2004
"95" "Nevada" 28 0 0 9 2.32 105 2010
"95" "San Diego State" 12 0 3 3 2.75 550 2002
"96" "Arkansas State" 28 0 0 1 2.04 865 2004
"96" "Kansas" 21 0 0 7 2.33 865 2004
"96" "Louisiana-Monroe" 21 0 0 3 2.14 75 2008
"96" "Louisiana Tech" 17 0 0 8 2.47 91 2012
"96" "Memphis" 23 0 0 5 2.22 85 2007
"96" "Middle Tennessee" 25 0 0 6 2.24 795 2013
"96" "TCU" 16 0 0 6 2.25 75 2008
"96" "Troy" 23 0 0 3 2.13 795 2013
"96" "Tulane" 25 0 0 8 2.32 100 2009
"96" "UAB" 22 0 0 2 2.1 795 2013
"96" "UTEP" 26 0 0 3 2.12 75 2008
"96" "Washington State" 16 0 1 7 2.56 715 2003
"96" "Wyoming" 22 0 0 3 2.14 75 2008
"97" "Akron" 22 0 0 1 2.05 695 2003
"97" "Central Michigan" 30 0 0 7 2.23 95 2009
"97" "East Carolina" 22 0 0 7 2.32 95 2009
"97" "Indiana" 20 0 0 5 2.15 82 2007
"97" "Marshall" 24 0 0 7 2.29 95 2009
"97" "San Diego State" 20 0 0 6 2.3 90 2012
"97" "Temple" 19 0 0 1 1.84 540 2002
"97" "UTEP" 21 0 0 7 2.33 95 2009
"98" "Fresno State" 19 0 0 4 2.21 685 2003
"98" "New Mexico State" 17 0 0 7 2.41 86 2012
"98" "North Texas" 22 0 0 8 2.36 100 2010
"98" "Southern Methodist" 23 0 0 4 2.17 80 2007
"98" "Tulane" 24 0 0 1 1.13 480 2002
"98" "Tulsa" 31 0 0 4 1.87 80 2007
"98" "Utah State" 24 0 1 2 2.17 860 2004
"99" "Boise State" 27 0 0 2 2.07 855 2004
"99" "Bowling Green" 22 0 0 1 1 415 2002
"99" "Central Michigan" 23 0 0 5 2.22 85 2012
"99" "Connecticut" 28 0 0 1 2.04 855 2004
"99" "Eastern Michigan" 24 0 0 5 2.21 85 2012
"99" "Idaho" 22 0 0 0 2 670 2003
"99" "Kent State" 25 0 0 5 2.2 85 2012
"99" "Louisiana Tech" 17 0 0 9 2.53 96 2010
"99" "New Mexico" 25 0 0 6 2.26 765 2013
"99" "North Texas" 22 0 0 5 2.23 85 2012
"99" "Ohio" 24 0 0 6 2.25 90 2011
"99" "San Jose State" 20 0 0 5 2.25 85 2012
"99" "San Jose State" 23 0 0 6 2.26 90 2011
"99" "Troy" 23 0 0 5 2.22 85 2012
"99" "UTEP" 22 0 0 5 2.23 85 2012
