coach,year,team,win,loss,tie,winPct,PF,PA,delta
Robert A. 'Bob' Fetzer,1922,North Carolina,9,1,0,0.9,200,72,128
Robert A. 'Bob' Fetzer,1923,North Carolina,5,3,1,0.61111,77,85,-8
Robert A. 'Bob' Fetzer,1924,North Carolina,4,5,0,0.44444,38,57,-19
Robert A. 'Bob' Fetzer,1925,North Carolina,7,1,1,0.83333,123,20,103
Robert A. 'Bob' Higgins,1920,West Virginia Wesleyan (WV),4,4,1,0.5,204,90,114
Robert A. 'Bob' Higgins,1922,West Virginia Wesleyan (WV),8,2,0,0.8,181,81,100
Robert A. 'Bob' Higgins,1923,West Virginia Wesleyan (WV),3,4,1,0.4375,56,99,-43
Robert A. 'Bob' Higgins,1924,West Virginia Wesleyan (WV),9,3,0,0.75,182,91,91
Robert A. 'Bob' Higgins,1930,Penn State,3,4,2,0.44444,142,111,31
Robert A. 'Bob' Higgins,1931,Penn State,2,8,0,0.2,69,167,-98
Robert A. 'Bob' Higgins,1932,Penn State,2,5,0,0.28571,82,115,-33
Robert A. 'Bob' Higgins,1933,Penn State,3,3,1,0.5,117,66,51
Robert A. 'Bob' Higgins,1934,Penn State,4,4,0,0.5,115,58,57
Robert A. 'Bob' Higgins,1935,Penn State,4,4,0,0.5,76,70,6
Robert A. 'Bob' Higgins,1936,Penn State,3,5,0,0.375,109,86,23
Robert A. 'Bob' Higgins,1937,Penn State,5,3,0,0.625,143,114,29
Robert A. 'Bob' Higgins,1938,Penn State,3,4,1,0.4375,138,87,51
Robert A. 'Bob' Higgins,1939,Penn State,5,1,2,0.75,114,77,37
Robert A. 'Bob' Higgins,1940,Penn State,6,1,1,0.8125,135,46,89
Robert A. 'Bob' Higgins,1941,Penn State,7,2,0,0.77778,200,78,122
Robert A. 'Bob' Higgins,1942,Penn State,6,1,1,0.8125,91,70,21
Robert A. 'Bob' Higgins,1943,Penn State,5,3,1,0.61111,124,53,71
Robert A. 'Bob' Higgins,1944,Penn State,6,3,0,0.66667,207,141,66
Robert A. 'Bob' Higgins,1945,Penn State,5,3,0,0.625,173,89,84
Robert A. 'Bob' Higgins,1946,Penn State,6,2,0,0.75,192,48,144
Robert A. 'Bob' Higgins,1947,Penn State,9,0,1,0.95,332,40,292
Robert A. 'Bob' Higgins,1948,Penn State,7,1,1,0.83333,219,55,164
Robert Burch,1909,Cincinnati,4,3,1,0.5625,69,74,-5
Robert Burch,1910,Cincinnati,6,3,0,0.66667,122,59,63
Robert Burch,1911,Cincinnati,6,2,1,0.72222,79,34,45
Robert C. 'Bob' Folwell,1909,Lafayette,7,0,1,0.9375,176,6,170
Robert C. 'Bob' Folwell,1910,Lafayette,7,2,0,0.77778,135,21,114
Robert C. 'Bob' Folwell,1916,Pennsylvania,7,3,1,0.68182,120,57,63
Robert C. 'Bob' Folwell,1917,Pennsylvania,9,2,0,0.81818,245,71,174
Robert C. 'Bob' Folwell,1918,Pennsylvania,5,3,0,0.625,119,71,48
Robert C. 'Bob' Folwell,1919,Pennsylvania,6,2,1,0.72222,283,40,243
Robert C. 'Bob' Folwell,1920,Navy,6,2,0,0.75,164,43,121
Robert C. 'Bob' Folwell,1921,Navy,6,1,0,0.85714,147,13,134
Robert C. 'Bob' Folwell,1922,Navy,5,2,0,0.71429,185,37,148
Robert C. 'Bob' Folwell,1923,Navy,5,1,3,0.72222,168,62,106
Robert C. 'Bob' Folwell,1924,Navy,2,6,0,0.25,91,79,12
Robert C. McNeish,1948,Virginia Tech,0,8,1,0.05556,28,209,-181
Robert C. McNeish,1949,Virginia Tech,1,7,2,0.2,130,272,-142
Robert C. McNeish,1950,Virginia Tech,0,10,0,0,72,430,-358
Robert C. Zuppke,1913,Illinois,4,2,1,0.64286,108,54,54
Robert C. Zuppke,1914,Illinois,7,0,0,1,224,22,202
Robert C. Zuppke,1915,Illinois,5,0,2,0.85714,183,25,158
Robert C. Zuppke,1916,Illinois,3,3,1,0.5,74,58,16
Robert C. Zuppke,1917,Illinois,5,2,1,0.6875,134,40,94
Robert C. Zuppke,1918,Illinois,5,2,0,0.71429,86,14,72
Robert C. Zuppke,1919,Illinois,6,1,0,0.85714,91,48,43
Robert C. Zuppke,1920,Illinois,5,2,0,0.71429,97,37,60
Robert C. Zuppke,1921,Illinois,3,4,0,0.42857,88,51,37
Robert C. Zuppke,1922,Illinois,2,5,0,0.28571,26,60,-34
Robert C. Zuppke,1923,Illinois,8,0,0,1,136,20,116
Robert C. Zuppke,1924,Illinois,6,1,1,0.8125,204,71,133
Robert C. Zuppke,1925,Illinois,5,3,0,0.625,98,59,39
Robert C. Zuppke,1926,Illinois,6,2,0,0.75,121,46,75
Robert C. Zuppke,1927,Illinois,7,0,1,0.9375,152,24,128
Robert C. Zuppke,1928,Illinois,7,1,0,0.875,145,16,129
Robert C. Zuppke,1929,Illinois,6,1,1,0.8125,155,27,128
Robert C. Zuppke,1930,Illinois,3,5,0,0.375,78,97,-19
Robert C. Zuppke,1931,Illinois,2,6,0,0.25,58,140,-82
Robert C. Zuppke,1932,Illinois,5,4,0,0.55556,96,101,-5
Robert C. Zuppke,1933,Illinois,5,3,0,0.625,77,32,45
Robert C. Zuppke,1934,Illinois,7,1,0,0.875,103,43,60
Robert C. Zuppke,1935,Illinois,3,5,0,0.375,59,54,5
Robert C. Zuppke,1936,Illinois,4,3,1,0.5625,57,76,-19
Robert C. Zuppke,1937,Illinois,3,3,2,0.5,59,45,14
Robert C. Zuppke,1938,Illinois,3,5,0,0.375,110,88,22
Robert C. Zuppke,1939,Illinois,3,4,1,0.4375,75,74,1
Robert C. Zuppke,1940,Illinois,1,7,0,0.125,71,144,-73
Robert C. Zuppke,1941,Illinois,2,6,0,0.25,112,163,-51
Robert E. Boyers,1904,Army,7,2,0,0.77778,136,27,109
Robert E. Boyers,1905,Army,4,4,1,0.5,104,60,44
Robert Ehlman,1907,Wyoming,2,1,0,0.66667,68,77,-9
Robert Ehlman,1908,Wyoming,1,2,0,0.33333,66,95,-29
Robert Harry Stiteler,1948,Texas A&M,0,9,1,0.05,123,247,-124
Robert Harry Stiteler,1949,Texas A&M,1,8,1,0.15,92,267,-175
Robert Harry Stiteler,1950,Texas A&M,7,4,0,0.63636,344,206,138
Robert Kahler,1955,Northern Illinois,0,8,1,0.05556,31,233,-202
Robert L. 'Bob' Blackman,1953,Denver (CO),3,5,2,0.4,159,195,-36
Robert L. 'Bob' Blackman,1954,Denver (CO),9,1,0,0.9,298,96,202
Robert L. 'Bob' Blackman,1955,Dartmouth,3,6,0,0.33333,92,120,-28
Robert L. 'Bob' Blackman,1956,Dartmouth,5,3,1,0.61111,122,89,33
Robert L. 'Bob' Blackman,1957,Dartmouth,7,1,1,0.83333,163,77,86
Robert L. 'Bob' Blackman,1958,Dartmouth,7,2,0,0.77778,182,83,99
Robert L. 'Bob' Blackman,1959,Dartmouth,5,3,1,0.61111,96,106,-10
Robert L. 'Bob' Blackman,1960,Dartmouth,5,4,0,0.55556,98,66,32
Robert L. 'Bob' Blackman,1961,Dartmouth,6,3,0,0.66667,197,104,93
Robert L. 'Bob' Blackman,1962,Dartmouth,9,0,0,1,231,57,174
Robert L. 'Bob' Blackman,1963,Dartmouth,7,2,0,0.77778,175,94,81
Robert L. 'Bob' Blackman,1964,Dartmouth,6,3,0,0.66667,235,135,100
Robert L. 'Bob' Blackman,1965,Dartmouth,9,0,0,1,271,71,200
Robert L. 'Bob' Blackman,1966,Dartmouth,7,2,0,0.77778,273,131,142
Robert L. 'Bob' Blackman,1967,Dartmouth,7,2,0,0.77778,205,146,59
Robert L. 'Bob' Blackman,1968,Dartmouth,4,5,0,0.44444,206,183,23
Robert L. 'Bob' Blackman,1969,Dartmouth,8,1,0,0.88889,282,99,183
Robert L. 'Bob' Blackman,1970,Dartmouth,9,0,0,1,311,42,269
Robert L. 'Bob' Blackman,1971,Illinois,5,6,0,0.45455,163,238,-75
Robert L. 'Bob' Blackman,1972,Illinois,3,8,0,0.27273,197,277,-80
Robert L. 'Bob' Blackman,1973,Illinois,5,6,0,0.45455,164,157,7
Robert L. 'Bob' Blackman,1974,Illinois,6,4,1,0.59091,210,206,4
Robert L. 'Bob' Blackman,1975,Illinois,5,6,0,0.45455,229,260,-31
Robert L. 'Bob' Blackman,1976,Illinois,5,6,0,0.45455,235,248,-13
Robert L. 'Bob' Blackman,1977,Cornell,1,8,0,0.11111,86,199,-113
Robert L. 'Bob' Blackman,1978,Cornell,5,3,1,0.61111,188,154,34
Robert L. 'Bob' Blackman,1979,Cornell,5,4,0,0.55556,215,152,63
Robert L. 'Bob' Blackman,1980,Cornell,5,5,0,0.5,179,192,-13
Robert L. 'Bob' Blackman,1981,Cornell,3,7,0,0.3,148,256,-108
Robert L. 'Bob' Blackman,1982,Cornell,4,6,0,0.4,211,202,9
Robert L. 'Bob' Davis,1947,Colorado State,5,4,1,0.55,159,182,-23
Robert L. 'Bob' Davis,1948,Colorado State,8,3,0,0.72727,244,138,106
Robert L. 'Bob' Davis,1949,Colorado State,9,1,0,0.9,206,86,120
Robert L. 'Bob' Davis,1950,Colorado State,6,3,0,0.66667,215,141,74
Robert L. 'Bob' Davis,1951,Colorado State,5,4,1,0.55,242,158,84
Robert L. 'Bob' Davis,1952,Colorado State,6,4,0,0.6,177,137,40
Robert L. 'Bob' Davis,1953,Colorado State,4,5,0,0.44444,157,149,8
Robert L. 'Bob' Davis,1954,Colorado State,3,7,0,0.3,93,248,-155
Robert L. 'Bob' Davis,1955,Colorado State,8,2,0,0.8,175,108,67
Robert L. 'Bobby' Dobbs,1955,Tulsa,2,7,1,0.25,124,232,-108
Robert L. 'Bobby' Dobbs,1956,Tulsa,7,2,1,0.75,169,76,93
Robert L. 'Bobby' Dobbs,1957,Tulsa,4,6,0,0.4,110,145,-35
Robert L. 'Bobby' Dobbs,1958,Tulsa,7,3,0,0.7,216,100,116
Robert L. 'Bobby' Dobbs,1959,Tulsa,5,5,0,0.5,137,164,-27
Robert L. 'Bobby' Dobbs,1960,Tulsa,5,5,0,0.5,169,230,-61
Robert L. 'Bobby' Dobbs,1965,UTEP,8,3,0,0.72727,317,206,111
Robert L. 'Bobby' Dobbs,1966,UTEP,6,4,0,0.6,293,187,106
Robert L. 'Bobby' Dobbs,1967,UTEP,7,2,1,0.75,337,145,192
Robert L. 'Bobby' Dobbs,1968,UTEP,4,5,1,0.45,232,225,7
Robert L. 'Bobby' Dobbs,1969,UTEP,4,6,0,0.4,158,242,-84
Robert L. 'Bobby' Dobbs,1970,UTEP,6,4,0,0.6,263,236,27
Robert L. 'Bobby' Dobbs,1971,UTEP,5,6,0,0.45455,166,217,-51
Robert L. 'Bobby' Dobbs,1972,UTEP,1,5,0,0.16667,104,197,-93
Robert L. 'Bobby' Dodd,1945,Georgia Tech,4,6,0,0.4,157,165,-8
Robert L. 'Bobby' Dodd,1946,Georgia Tech,9,2,0,0.81818,284,127,157
Robert L. 'Bobby' Dodd,1947,Georgia Tech,10,1,0,0.90909,240,49,191
Robert L. 'Bobby' Dodd,1948,Georgia Tech,7,3,0,0.7,226,69,157
Robert L. 'Bobby' Dodd,1949,Georgia Tech,7,3,0,0.7,197,129,68
Robert L. 'Bobby' Dodd,1950,Georgia Tech,5,6,0,0.45455,182,193,-11
Robert L. 'Bobby' Dodd,1951,Georgia Tech,11,0,1,0.95833,295,90,205
Robert L. 'Bobby' Dodd,1952,Georgia Tech,12,0,0,1,325,59,266
Robert L. 'Bobby' Dodd,1953,Georgia Tech,9,2,1,0.79167,288,111,177
Robert L. 'Bobby' Dodd,1954,Georgia Tech,8,3,0,0.72727,189,97,92
Robert L. 'Bobby' Dodd,1955,Georgia Tech,9,1,1,0.86364,189,46,143
Robert L. 'Bobby' Dodd,1956,Georgia Tech,10,1,0,0.90909,248,47,201
Robert L. 'Bobby' Dodd,1957,Georgia Tech,4,4,2,0.5,75,71,4
Robert L. 'Bobby' Dodd,1958,Georgia Tech,5,4,1,0.55,93,91,2
Robert L. 'Bobby' Dodd,1959,Georgia Tech,6,5,0,0.54545,136,121,15
Robert L. 'Bobby' Dodd,1960,Georgia Tech,5,5,0,0.5,118,97,21
Robert L. 'Bobby' Dodd,1961,Georgia Tech,7,4,0,0.63636,177,80,97
Robert L. 'Bobby' Dodd,1962,Georgia Tech,7,3,1,0.68182,211,97,114
Robert L. 'Bobby' Dodd,1963,Georgia Tech,7,3,0,0.7,173,89,84
Robert L. 'Bobby' Dodd,1964,Georgia Tech,7,3,0,0.7,121,79,42
Robert L. 'Bobby' Dodd,1965,Georgia Tech,7,3,1,0.68182,253,171,82
Robert L. 'Bobby' Dodd,1966,Georgia Tech,9,2,0,0.81818,260,108,152
Robert L. Mathews,1922,Idaho,3,5,0,0.375,74,51,23
Robert L. Mathews,1923,Idaho,5,2,1,0.6875,164,26,138
Robert L. Mathews,1924,Idaho,5,2,1,0.6875,118,32,86
Robert L. Mathews,1925,Idaho,3,5,0,0.375,79,153,-74
Robert L. Mathews,1929,Gonzaga (WA),4,3,0,0.57143,104,100,4
Robert Lackey,1891,Illinois,6,0,0,1,142,24,118
Robert Maddox,1988,Troy,4,6,0,0.4,215,184,31
Robert Maddox,1989,Troy,4,6,0,0.4,160,230,-70
Robert Maddox,1990,Troy,5,5,0,0.5,228,209,19
Robert R. 'Bob' Neyland,1926,Tennessee,8,1,0,0.88889,151,34,117
Robert R. 'Bob' Neyland,1927,Tennessee,8,0,1,0.94444,245,26,219
Robert R. 'Bob' Neyland,1928,Tennessee,9,0,1,0.95,249,51,198
Robert R. 'Bob' Neyland,1929,Tennessee,9,0,1,0.95,330,19,311
Robert R. 'Bob' Neyland,1930,Tennessee,9,1,0,0.9,209,31,178
Robert R. 'Bob' Neyland,1931,Tennessee,9,0,1,0.95,243,15,228
Robert R. 'Bob' Neyland,1932,Tennessee,9,0,1,0.95,238,36,202
Robert R. 'Bob' Neyland,1933,Tennessee,7,3,0,0.7,176,47,129
Robert R. 'Bob' Neyland,1934,Tennessee,8,2,0,0.8,175,58,117
Robert R. 'Bob' Neyland,1936,Tennessee,6,2,2,0.7,147,52,95
Robert R. 'Bob' Neyland,1937,Tennessee,6,3,1,0.65,189,47,142
Robert R. 'Bob' Neyland,1938,Tennessee,11,0,0,1,293,16,277
Robert R. 'Bob' Neyland,1939,Tennessee,10,1,0,0.90909,212,14,198
Robert R. 'Bob' Neyland,1940,Tennessee,10,1,0,0.90909,331,45,286
Robert R. 'Bob' Neyland,1946,Tennessee,9,2,0,0.81818,175,97,78
Robert R. 'Bob' Neyland,1947,Tennessee,5,5,0,0.5,164,152,12
Robert R. 'Bob' Neyland,1948,Tennessee,4,4,2,0.5,140,98,42
Robert R. 'Bob' Neyland,1949,Tennessee,7,2,1,0.75,214,104,110
Robert R. 'Bob' Neyland,1950,Tennessee,11,1,0,0.91667,335,71,264
Robert R. 'Bob' Neyland,1951,Tennessee,10,1,0,0.90909,386,116,270
Robert R. 'Bob' Neyland,1952,Tennessee,8,2,1,0.77273,259,79,180
Robert R. 'Cap' Brown,1923,New Mexico State,9,0,0,1,218,17,201
Robert R. 'Cap' Brown,1924,New Mexico State,7,3,0,0.7,241,30,211
Robert R. 'Cap' Brown,1925,New Mexico State,5,3,1,0.61111,151,75,76
Robert R. Galley,1897,Washington State,2,0,0,1,32,12,20
Robert S. 'Bob' Devaney,1957,Wyoming,4,3,3,0.55,139,135,4
Robert S. 'Bob' Devaney,1958,Wyoming,8,3,0,0.72727,205,136,69
Robert S. 'Bob' Devaney,1959,Wyoming,9,1,0,0.9,287,62,225
Robert S. 'Bob' Devaney,1960,Wyoming,8,2,0,0.8,212,71,141
Robert S. 'Bob' Devaney,1961,Wyoming,6,1,2,0.77778,171,74,97
Robert S. 'Bob' Devaney,1962,Nebraska,9,2,0,0.81818,293,161,132
Robert S. 'Bob' Devaney,1963,Nebraska,10,1,0,0.90909,273,114,159
Robert S. 'Bob' Devaney,1964,Nebraska,9,2,0,0.81818,256,85,171
Robert S. 'Bob' Devaney,1965,Nebraska,10,1,0,0.90909,349,129,220
Robert S. 'Bob' Devaney,1966,Nebraska,9,2,0,0.81818,223,118,105
Robert S. 'Bob' Devaney,1967,Nebraska,6,4,0,0.6,127,83,44
Robert S. 'Bob' Devaney,1968,Nebraska,6,4,0,0.6,155,161,-6
Robert S. 'Bob' Devaney,1969,Nebraska,9,2,0,0.81818,254,119,135
Robert S. 'Bob' Devaney,1970,Nebraska,11,0,1,0.95833,426,189,237
Robert S. 'Bob' Devaney,1971,Nebraska,13,0,0,1,507,104,403
Robert S. 'Bob' Devaney,1972,Nebraska,9,2,1,0.79167,501,97,404
Robert S. Kent,1902,Auburn,2,2,1,0.5,41,17,24
Robert Snyder,1950,Toledo,4,5,0,0.44444,200,234,-34
Robert T. 'Bob' Bronzan,1950,San Jose State,6,3,1,0.65,201,118,83
Robert T. 'Bob' Bronzan,1951,San Jose State,2,7,1,0.25,106,222,-116
Robert T. 'Bob' Bronzan,1952,San Jose State,6,3,0,0.66667,251,164,87
Robert T. 'Bob' Bronzan,1953,San Jose State,4,4,1,0.5,156,220,-64
Robert T. 'Bob' Bronzan,1954,San Jose State,7,3,0,0.7,191,151,40
Robert T. 'Bob' Bronzan,1955,San Jose State,5,3,1,0.61111,159,114,45
Robert T. 'Bob' Bronzan,1956,San Jose State,2,7,1,0.25,186,301,-115
Robert W. 'Bob' Voigts,1947,Northwestern,3,6,0,0.33333,129,196,-67
Robert W. 'Bob' Voigts,1948,Northwestern,8,2,0,0.8,191,91,100
Robert W. 'Bob' Voigts,1949,Northwestern,4,5,0,0.44444,137,156,-19
Robert W. 'Bob' Voigts,1950,Northwestern,6,3,0,0.66667,155,143,12
Robert W. 'Bob' Voigts,1951,Northwestern,5,4,0,0.55556,112,124,-12
Robert W. 'Bob' Voigts,1952,Northwestern,2,6,1,0.27778,166,252,-86
Robert W. 'Bob' Voigts,1953,Northwestern,3,6,0,0.33333,166,205,-39
Robert W. 'Bob' Voigts,1954,Northwestern,2,7,0,0.22222,101,142,-41
Robert W. Forbes,1908,Oregon,5,2,0,0.71429,74,52,22
Robert W. Forbes,1909,Oregon,3,3,0,0.5,69,32,37
Robert Whittaker,1941,Bowling Green,7,1,1,0.83333,173,40,133
Robert Whittaker,1942,Bowling Green,6,2,1,0.72222,135,55,80
Robert Whittaker,1943,Bowling Green,5,3,1,0.61111,194,104,90
Robert Whittaker,1944,Bowling Green,5,3,0,0.625,133,117,16
Robert Whittaker,1945,Bowling Green,4,3,0,0.57143,79,81,-2
Robert Whittaker,1946,Bowling Green,5,3,0,0.625,95,39,56
Robert Whittaker,1947,Bowling Green,5,5,0,0.5,134,149,-15
Robert Whittaker,1948,Bowling Green,8,0,1,0.94444,230,100,130
Robert Whittaker,1949,Bowling Green,4,5,0,0.44444,206,161,45
Robert Whittaker,1950,Bowling Green,3,4,2,0.44444,134,188,-54
Robert Whittaker,1951,Bowling Green,4,4,1,0.5,150,178,-28
Robert Whittaker,1952,Bowling Green,7,2,0,0.77778,257,155,102
Robert Whittaker,1953,Bowling Green,1,8,0,0.11111,119,252,-133
Robert Whittaker,1954,Bowling Green,2,7,0,0.22222,125,196,-71
Robert Woods,1909,Ohio,2,4,2,0.375,26,106,-80
Robert Woods,1910,Ohio,0,6,1,0.07143,0,125,-125
Rockey Felker,1986,Mississippi State,6,5,0,0.54545,195,275,-80
Rockey Felker,1987,Mississippi State,4,7,0,0.36364,169,259,-90
Rockey Felker,1988,Mississippi State,1,10,0,0.09091,172,332,-160
Rockey Felker,1989,Mississippi State,5,6,0,0.45455,205,207,-2
Rockey Felker,1990,Mississippi State,5,6,0,0.45455,207,236,-29
Rocky Long,1998,New Mexico,3,9,0,0.25,274,397,-123
Rocky Long,1999,New Mexico,4,7,0,0.36364,240,298,-58
Rocky Long,2000,New Mexico,5,7,0,0.41667,229,249,-20
Rocky Long,2001,New Mexico,6,5,0,0.54545,304,243,61
Rocky Long,2002,New Mexico,7,7,0,0.5,341,358,-17
Rocky Long,2003,New Mexico,8,5,0,0.61538,391,290,101
Rocky Long,2004,New Mexico,7,5,0,0.58333,244,224,20
Rocky Long,2005,New Mexico,6,5,0,0.54545,326,327,-1
Rocky Long,2006,New Mexico,6,7,0,0.46154,284,323,-39
Rocky Long,2007,New Mexico,9,4,0,0.69231,321,247,74
Rocky Long,2008,New Mexico,4,8,0,0.33333,253,273,-20
Rocky Long,2011,San Diego State,8,5,0,0.61538,387,325,62
Rod Dowhower,1979,Stanford,5,5,1,0.5,259,239,20
Rod Dowhower,1995,Vanderbilt,2,9,0,0.18182,122,281,-159
Rod Dowhower,1996,Vanderbilt,2,9,0,0.18182,122,234,-112
Rod Rust,1967,North Texas,7,1,1,0.83333,278,148,130
Rod Rust,1968,North Texas,8,2,0,0.8,297,184,113
Rod Rust,1969,North Texas,7,3,0,0.7,316,174,142
Rod Rust,1970,North Texas,3,8,0,0.27273,173,227,-54
Rod Rust,1971,North Texas,3,8,0,0.27273,155,321,-166
Rod Rust,1972,North Texas,1,10,0,0.09091,148,354,-206
Roger Sherman,1894,Iowa,4,4,1,0.5,156,158,-2
Roger Theder,1978,California,6,5,0,0.54545,236,289,-53
Roger Theder,1979,California,7,5,0,0.58333,257,194,63
Roger Theder,1980,California,3,8,0,0.27273,194,328,-134
Roger Theder,1981,California,2,9,0,0.18182,197,287,-90
Roland A. Cowell,1922,Mississippi,4,5,1,0.45,87,183,-96
Roland A. Cowell,1923,Mississippi,4,6,0,0.4,81,145,-64
Roland A. Cowell,1926,Northern Illinois,5,1,1,0.78571,71,26,45
Roland A. Cowell,1927,Northern Illinois,1,4,1,0.25,49,92,-43
Roland A. Cowell,1928,Northern Illinois,0,6,1,0.07143,12,139,-127
Rollin Wilson,1921,Memphis,4,5,1,0.45,86,206,-120
Ron Blackledge,1978,Kent State,4,7,0,0.36364,158,248,-90
Ron Blackledge,1979,Kent State,1,10,0,0.09091,127,298,-171
Ron Blackledge,1980,Kent State,3,8,0,0.27273,159,279,-120
Ron Cooper,1993,Eastern Michigan,4,7,0,0.36364,163,220,-57
Ron Cooper,1994,Eastern Michigan,5,6,0,0.45455,247,285,-38
Ron Cooper,1995,Louisville,7,4,0,0.63636,283,165,118
Ron Cooper,1996,Louisville,5,6,0,0.45455,182,205,-23
Ron Cooper,1997,Louisville,1,10,0,0.09091,245,407,-162
Ron Cooper,1998,Alabama A&M,5,6,0,0.45455,220,248,-28
Ron Cooper,1999,Alabama A&M,6,5,0,0.54545,287,230,57
Ron Cooper,2000,Alabama A&M,7,5,0,0.58333,312,227,85
Ron Cooper,2001,Alabama A&M,5,6,0,0.45455,215,246,-31
"Ron Dickerson, Sr.",1993,Temple,1,10,0,0.09091,115,527,-412
"Ron Dickerson, Sr.",1994,Temple,2,9,0,0.18182,244,417,-173
"Ron Dickerson, Sr.",1995,Temple,1,10,0,0.09091,187,358,-171
"Ron Dickerson, Sr.",1996,Temple,1,10,0,0.09091,218,386,-168
"Ron Dickerson, Sr.",1997,Temple,3,8,0,0.27273,212,371,-159
"Ron Dickerson, Sr.",1998,Alabama State,5,6,0,0.45455,261,280,-19
"Ron Dickerson, Sr.",1999,Alabama State,2,9,0,0.18182,240,363,-123
"Ron Dickerson, Sr.",2010,Lambuth (TN),4,6,0,0.4,202,280,-78
Ron English,2009,Eastern Michigan,0,12,0,0,197,459,-262
Ron English,2010,Eastern Michigan,2,10,0,0.16667,228,527,-299
Ron English,2011,Eastern Michigan,6,6,0,0.5,255,292,-37
Ron Finch,1937,Central Michigan,6,2,0,0.75,202,41,161
Ron Finch,1938,Central Michigan,7,1,0,0.875,270,44,226
Ron Finch,1939,Central Michigan,8,1,0,0.88889,167,40,127
Ron Finch,1940,Central Michigan,4,3,1,0.5625,88,60,28
Ron Finch,1941,Central Michigan,4,3,0,0.57143,44,76,-32
Ron Finch,1942,Central Michigan,6,0,0,1,93,21,72
Ron Finch,1943,Central Michigan,2,3,0,0.4,20,69,-49
Ron Finch,1944,Central Michigan,5,2,0,0.71429,150,106,44
Ron Finch,1945,Central Michigan,6,1,0,0.85714,98,26,72
Ron Finch,1946,Central Michigan,6,2,0,0.75,240,67,173
Ron McBride,1990,Utah,4,7,0,0.36364,214,342,-128
Ron McBride,1991,Utah,7,5,0,0.58333,276,277,-1
Ron McBride,1992,Utah,6,6,0,0.5,320,289,31
Ron McBride,1993,Utah,7,6,0,0.53846,390,396,-6
Ron McBride,1994,Utah,10,2,0,0.83333,426,210,216
Ron McBride,1995,Utah,7,4,0,0.63636,296,230,66
Ron McBride,1996,Utah,8,4,0,0.66667,313,309,4
Ron McBride,1997,Utah,6,5,0,0.54545,253,200,53
Ron McBride,1998,Utah,7,4,0,0.63636,339,227,112
Ron McBride,1999,Utah,9,3,0,0.75,380,210,170
Ron McBride,2000,Utah,4,7,0,0.36364,234,207,27
Ron McBride,2001,Utah,8,4,0,0.66667,329,210,119
Ron McBride,2002,Utah,5,6,0,0.45455,249,226,23
Ron McBride,2005,Weber State,6,5,0,0.54545,277,277,0
Ron McBride,2006,Weber State,4,7,0,0.36364,201,265,-64
Ron McBride,2007,Weber State,5,6,0,0.45455,299,324,-25
Ron McBride,2008,Weber State,10,4,0,0.71429,493,317,176
Ron McBride,2009,Weber State,7,5,0,0.58333,338,260,78
Ron McBride,2010,Weber State,6,5,0,0.54545,279,342,-63
Ron McBride,2011,Weber State,5,6,0,0.45455,347,354,-7
Ron Meyer,1973,UNLV,8,3,0,0.72727,304,151,153
Ron Meyer,1974,UNLV,12,1,0,0.92308,444,251,193
Ron Meyer,1975,UNLV,7,4,0,0.63636,332,212,120
Ron Meyer,1976,SMU,3,8,0,0.27273,202,339,-137
Ron Meyer,1977,SMU,4,7,0,0.36364,226,319,-93
Ron Meyer,1978,SMU,4,6,1,0.40909,300,251,49
Ron Meyer,1979,SMU,5,6,0,0.45455,226,236,-10
Ron Meyer,1980,SMU,8,4,0,0.66667,324,192,132
Ron Meyer,1981,SMU,10,1,0,0.90909,365,137,228
Ron Prince,2006,Kansas State,7,6,0,0.53846,296,309,-13
Ron Prince,2007,Kansas State,5,7,0,0.41667,422,370,52
Ron Prince,2008,Kansas State,5,7,0,0.41667,419,430,-11
Ron Turner,1992,San Jose State,7,4,0,0.63636,330,309,21
Ron Turner,1997,Illinois,0,11,0,0,119,368,-249
Ron Turner,1998,Illinois,3,8,0,0.27273,149,326,-177
Ron Turner,1999,Illinois,8,4,0,0.66667,388,275,113
Ron Turner,2000,Illinois,5,6,0,0.45455,294,286,8
Ron Turner,2001,Illinois,10,2,0,0.83333,390,285,105
Ron Turner,2002,Illinois,5,7,0,0.41667,346,307,39
Ron Turner,2003,Illinois,1,11,0,0.08333,203,398,-195
Ron Turner,2004,Illinois,3,8,0,0.27273,240,323,-83
Ron Vanderlinden,1997,Maryland,2,9,0,0.18182,161,355,-194
Ron Vanderlinden,1998,Maryland,3,8,0,0.27273,202,290,-88
Ron Vanderlinden,1999,Maryland,5,6,0,0.45455,292,260,32
Ron Vanderlinden,2000,Maryland,5,6,0,0.45455,247,284,-37
Ron Zook,2002,Florida,8,5,0,0.61538,336,279,57
Ron Zook,2003,Florida,8,5,0,0.61538,390,271,119
Ron Zook,2004,Florida,7,4,0,0.63636,372,226,146
Ron Zook,2005,Illinois,2,9,0,0.18182,187,435,-248
Ron Zook,2006,Illinois,2,10,0,0.16667,235,321,-86
Ron Zook,2007,Illinois,9,4,0,0.69231,362,283,79
Ron Zook,2008,Illinois,5,7,0,0.41667,344,319,25
Ron Zook,2009,Illinois,3,9,0,0.25,290,362,-72
Ron Zook,2010,Illinois,7,6,0,0.53846,423,305,118
Ron Zook,2011,Illinois,6,6,0,0.5,274,241,33
Ronald J. Slay,1912,Southern Miss,2,1,0,0.66667,36,6,30
